Counter	Image	class label	Myr	Viewpoint	Delta PA	v_asym	s_asym	resids	lambda_r	epsilon	A	A_2	deltapos	deltapos2	nspax	re	meanvel	varvel	skewvel	kurtvel	meansig	varsig	skewsig	kurtsig	abskewvel	abskewsig	random
78	fg1_m13	1	1.66	6	67.42	0.03	0.04	8.86	0.54	0.7	3.63	7.39	0.3	0.64	605	13.55	-9.17	76.71	0.04	-1.24	92.48	19.17	0.72	-0.11	0.04	0.72	2.08
79	fg1_m13	1	1.71	0	72.13	0.05	0.03	5.87	0.18	0.35	6.48	7.45	0.43	0.21	368	7.8	-6.52	35.33	0.04	-1.11	97.16	16.2	0.78	-0.39	0.04	0.78	1.41
80	fg1_m13	1	1.71	1	84.58	0.02	0.04	9.01	0.61	0.71	6.07	15.68	0.3	0.48	771	15.19	-1.79	93.85	-0.03	-1.3	86.08	17.35	1.03	1.51	0.03	1.03	0.46
81	fg1_m13	1	1.71	2	53.4	0.03	0.03	13.67	0.45	0.43	1.21	3.59	0.3	0.48	747	11.57	0.95	77.91	-0.01	-1.02	93.11	18.92	1.21	1.25	0.01	1.21	-1.86
82	fg1_m13	1	1.71	3	65.9	0.03	0.05	9.96	0.31	0.34	2.56	3.73	0.3	0.48	368	8.47	-13.37	59.76	0.01	-1.07	105.52	19.83	0.57	-0.43	0.01	0.57	0.78
83	fg1_m13	1	1.71	4	63.08	0.05	0.03	5.29	0.12	0.19	22.8	15.62	0.3	0.77	368	5.93	-8.6	27.84	-0.01	-1.23	94.47	14.94	0.47	-0.82	0.01	0.47	0.36
84	fg1_m13	1	1.71	5	59.92	0.03	0.03	5.51	0.46	0.5	3.52	8.02	0.0	0.48	712	11.96	0.84	76.69	0.03	-1.15	91.69	19.05	1.18	1.05	0.03	1.18	-0.32
85	fg1_m13	1	1.71	6	72.19	0.02	0.02	6.25	0.58	0.76	2.68	3.47	0.3	0.21	568	13.75	-10.51	82.45	0.09	-1.26	94.94	17.4	0.77	-0.2	0.09	0.77	0.25
86	fg1_m13	1	1.76	0	83.59	0.05	0.02	4.96	0.14	0.21	7.84	6.43	0.3	0.77	368	5.8	-8.33	36.17	-0.14	-1.12	96.85	17.44	0.62	-0.54	0.14	0.62	-0.44
87	fg1_m13	1	1.76	1	81.99	0.03	0.05	9.13	0.53	0.69	12.66	16.03	0.0	0.21	621	13.2	-7.63	76.86	-0.14	-1.03	88.36	20.81	0.73	0.13	0.14	0.73	-0.65
88	fg1_m13	1	1.76	2	62.82	0.04	0.05	6.32	0.37	0.59	10.6	12.92	0.0	0.48	366	8.9	3.11	62.6	0.04	-1.06	103.16	20.0	0.63	-0.42	0.04	0.63	0.53
89	fg1_m13	1	1.76	5	59.31	0.04	0.06	17.54	0.42	0.46	5.77	6.69	0.3	0.21	368	10.2	15.94	64.9	-0.06	-1.03	104.62	21.26	0.53	-0.47	0.06	0.53	-0.04
90	fg1_m13	1	1.76	6	72.85	0.03	0.04	8.3	0.58	0.75	1.64	1.74	0.0	0.64	584	13.82	-15.6	73.75	0.05	-1.34	87.53	17.81	1.01	0.87	0.05	1.01	-0.36
91	fg1_m13	1	1.81	0	72.16	0.04	0.05	6.93	0.14	-0.15	20.35	15.47	0.3	0.48	368	5.62	-9.9	40.3	-0.01	-1.1	100.4	16.85	0.82	-0.44	0.01	0.82	0.56
92	fg1_m13	1	1.81	1	84.4	0.05	0.06	10.54	0.44	0.61	5.34	12.56	0.3	0.77	660	11.49	-9.02	75.2	-0.11	-0.95	91.02	19.76	1.07	0.64	0.11	1.07	0.73
93	fg1_m13	1	1.81	2	57.03	0.03	0.03	6.66	0.46	0.61	2.86	6.05	0.0	0.21	677	11.68	8.77	71.1	0.03	-1.25	86.96	20.65	1.1	0.96	0.03	1.1	-0.26
94	fg1_m13	1	1.81	3	68.65	0.04	0.04	8.9	0.36	0.42	1.68	1.76	0.3	0.48	368	9.39	-20.4	52.23	0.04	-1.19	101.65	21.12	0.75	-0.26	0.04	0.75	-0.75
95	fg1_m13	1	1.81	4	73.8	0.05	0.04	6.19	0.13	0.16	29.11	18.92	0.0	0.48	368	6.54	-4.13	29.94	-0.13	-1.09	95.49	13.36	0.49	-0.49	0.13	0.49	-0.39
96	fg1_m13	1	1.81	5	53.13	0.04	0.04	14.01	0.41	0.61	1.88	3.86	0.0	0.21	368	10.24	9.86	57.68	0.0	-1.1	100.55	20.83	0.72	-0.38	0.0	0.72	0.41
97	fg1_m13	1	1.81	6	65.76	0.03	0.03	9.43	0.57	0.76	1.42	2.34	0.3	0.77	585	14.09	-16.47	76.32	0.03	-1.24	91.23	18.51	0.94	0.35	0.03	0.94	1.25
98	fg1_m13	1	1.86	0	72.61	0.04	0.04	7.32	0.18	0.34	11.59	12.11	0.3	0.77	368	6.93	-7.49	37.41	0.03	-1.26	98.19	18.19	0.65	-0.39	0.03	0.65	1.17
99	fg1_m13	1	1.86	2	51.8	0.03	0.03	5.33	0.45	0.65	1.8	5.35	0.0	0.48	665	11.45	8.52	76.54	0.01	-1.17	90.5	20.2	1.16	0.9	0.01	1.16	-0.35
100	fg1_m13	1	1.86	3	65.08	0.03	0.04	9.67	0.34	0.31	4.6	5.49	0.3	0.48	368	8.79	-21.33	58.8	-0.09	-1.08	102.72	20.59	0.57	-0.45	0.09	0.57	0.6
101	fg1_m13	1	1.86	4	73.72	0.04	0.05	5.21	0.14	0.37	8.04	9.63	0.3	0.48	368	7.92	-0.87	27.46	-0.02	-1.09	94.01	15.8	0.46	-0.5	0.02	0.46	1.16
102	fg1_m13	1	1.91	0	84.01	0.04	0.02	4.33	0.21	0.33	4.86	7.77	0.3	0.77	368	8.43	-5.29	34.19	-0.06	-1.34	96.48	17.45	0.85	-0.11	0.06	0.85	0.18
103	fg1_m13	1	1.91	2	56.08	0.03	0.04	16.22	0.39	0.5	4.09	4.39	0.0	0.21	368	9.39	9.62	65.82	0.06	-1.02	106.37	20.41	0.58	-0.24	0.06	0.58	-0.24
104	fg1_m13	1	1.91	3	56.69	0.03	0.05	8.51	0.39	0.32	3.52	6.28	0.3	0.48	368	9.6	-28.03	57.24	0.0	-1.1	103.08	20.2	0.75	-0.21	0.0	0.75	0.02
105	fg1_m13	1	1.91	4	75.08	0.07	0.03	4.6	0.16	0.27	16.78	9.76	0.0	0.48	368	7.86	3.99	27.58	-0.04	-1.06	95.04	13.99	0.56	-0.68	0.04	0.56	1.41
106	fg1_m13	1	1.91	6	71.28	0.03	0.04	9.05	0.61	0.7	2.85	3.39	0.3	0.48	751	15.24	-24.99	91.27	-0.03	-1.32	85.47	18.06	1.26	1.16	0.03	1.26	0.3
107	fg1_m13	1	1.96	3	63.63	0.03	0.04	8.57	0.42	0.57	2.24	3.05	0.3	0.64	368	10.11	-42.65	50.63	0.01	-1.25	100.23	21.65	0.86	-0.31	0.01	0.86	-1.21
108	fg1_m13	1	1.96	4	75.02	0.06	0.04	6.2	0.18	0.12	5.05	6.13	0.3	0.77	368	7.87	9.97	31.17	-0.1	-1.11	95.82	14.81	0.67	-0.5	0.1	0.67	-0.16
109	fg1_m13	1	1.96	5	53.42	0.04	0.06	15.98	0.44	0.51	4.86	6.84	0.0	0.48	368	11.25	17.74	63.34	-0.07	-1.02	104.05	20.79	0.6	-0.23	0.07	0.6	-1.01
110	fg1_m13	1	1.96	6	65.75	0.03	0.04	8.77	0.63	0.75	1.58	3.11	0.0	0.48	718	16.07	-34.42	88.56	-0.05	-1.42	84.98	18.95	1.31	1.05	0.05	1.31	-0.13
111	fg1_m13	1	2.0	1	89.73	0.03	0.04	11.73	0.46	0.62	5.24	10.45	0.3	0.64	367	10.49	19.23	63.09	-0.0	-0.88	101.41	19.82	0.42	-0.36	0.0	0.42	-0.08
112	fg1_m13	1	2.0	2	54.54	0.02	0.02	8.42	0.47	0.69	1.19	2.8	0.43	0.48	660	12.33	5.81	74.3	0.05	-1.27	90.19	19.01	1.42	1.61	0.05	1.42	1.29
113	fg1_m13	1	2.0	3	65.41	0.04	0.05	10.05	0.45	0.52	3.48	4.1	0.3	0.48	368	10.03	-49.57	58.25	-0.04	-1.15	105.67	19.5	0.78	-0.09	0.04	0.78	-1.4
114	fg1_m13	1	2.0	4	82.75	0.04	0.03	4.63	0.15	0.15	17.57	13.95	0.43	0.48	368	7.52	4.37	29.51	0.1	-1.14	95.87	14.4	0.66	-0.41	0.1	0.66	1.63
115	fg1_m13	1	2.0	6	65.26	0.03	0.04	9.88	0.51	0.7	2.19	3.33	0.0	0.48	360	11.25	-42.11	64.67	-0.11	-1.03	104.79	18.6	0.48	-0.46	0.11	0.48	-0.16
116	fg1_m13	1	2.05	0	78.54	0.05	0.03	6.68	0.22	0.25	6.47	13.34	0.3	0.48	368	8.71	-1.19	35.07	-0.04	-1.24	98.77	16.12	0.91	-0.05	0.04	0.91	0.42
117	fg1_m13	1	2.05	1	85.81	0.02	0.04	9.04	0.62	0.69	11.15	11.99	0.0	0.48	796	16.82	28.84	90.55	0.13	-1.33	90.13	17.99	1.11	1.25	0.13	1.11	-0.42
118	fg1_m13	1	2.05	2	53.52	0.03	0.04	16.53	0.38	0.47	3.04	4.39	0.3	0.21	368	8.84	17.4	64.47	-0.02	-1.07	106.96	19.97	0.58	-0.37	0.02	0.58	0.73
119	fg1_m13	1	2.05	3	62.8	0.04	0.07	27.1	0.5	0.11	28.37	50.85	3.05	0.88	1170	15.2	-30.65	116.25	1.07	1.65	121.53	63.56	1.76	2.2	1.07	1.76	-1.8
120	fg1_m13	1	2.05	4	75.31	0.09	0.04	4.43	0.22	0.27	13.23	11.84	0.3	0.48	368	8.93	19.53	25.74	-0.18	-1.07	98.35	14.96	0.51	-0.66	0.18	0.51	1.78
121	fg1_m13	1	2.05	5	63.44	0.03	0.03	6.11	0.53	0.67	15.7	34.05	0.0	0.48	643	13.68	9.59	76.45	-0.02	-1.25	95.61	18.91	1.03	0.69	0.02	1.03	1.97
122	fg1_m13	1	2.05	6	68.5	0.02	0.04	9.66	0.58	0.68	13.18	12.95	0.96	0.48	636	13.98	-51.63	82.5	0.01	-1.19	107.45	35.87	2.28	5.13	0.01	2.28	0.97
123	fg1_m13	1	2.1	0	80.03	0.07	0.04	7.93	0.21	0.38	21.7	24.61	0.43	0.48	368	8.05	18.26	46.77	0.32	-0.7	121.32	16.36	0.28	-0.68	0.32	0.28	-0.79
124	fg1_m13	1	2.1	1	76.47	0.05	0.05	22.93	0.5	0.69	12.99	21.78	0.68	0.64	1241	25.84	-51.59	95.41	0.35	-0.62	134.28	27.95	0.17	0.08	0.35	0.17	0.85
125	fg1_m13	1	2.1	2	69.77	0.03	0.05	19.65	0.43	0.19	14.18	13.18	0.3	0.21	368	10.51	51.84	90.7	0.04	-0.99	156.2	23.96	-0.48	-0.54	0.04	0.48	-0.85
126	fg1_m13	1	2.1	3	21.52	0.1	0.09	29.34	0.54	0.43	10.83	9.93	0.68	0.48	365	11.19	40.76	129.59	0.27	-1.24	180.95	51.52	-0.15	-1.11	0.27	0.15	-0.29
127	fg1_m13	1	2.1	4	79.58	0.15	0.03	7.35	0.32	0.5	34.96	24.79	0.43	0.48	368	10.64	-41.22	20.71	-0.49	-0.7	118.32	17.63	0.24	0.09	0.49	0.24	0.89
128	fg1_m13	1	2.1	5	46.4	0.06	0.04	17.94	0.45	0.59	2.87	3.26	0.0	0.48	635	11.58	12.09	116.8	-0.37	-0.98	152.99	28.21	-0.04	-0.85	0.37	0.04	-0.28
129	fg1_m13	1	2.1	6	73.47	0.07	0.06	20.26	0.62	0.62	52.65	55.55	0.68	0.77	945	16.09	35.37	143.01	0.26	-0.71	151.35	58.47	0.95	0.31	0.26	0.95	0.09
130	fg1_m13	1	2.15	0	80.05	0.07	0.03	6.12	0.2	-0.38	10.2	11.18	0.3	0.21	368	9.11	-4.5	38.87	0.15	-0.87	113.6	14.57	0.07	-0.71	0.15	0.07	0.29
131	fg1_m13	1	2.15	1	76.18	0.05	0.04	10.59	0.23	0.44	14.96	16.69	0.0	0.48	368	5.15	-12.67	56.58	-0.18	-0.99	114.88	19.64	0.43	-0.47	0.18	0.43	0.74
132	fg1_m13	1	2.15	2	70.16	0.04	0.03	6.72	0.3	0.34	3.91	3.46	0.0	0.48	368	8.91	7.24	55.5	0.08	-1.1	113.96	17.65	0.75	-0.16	0.08	0.75	0.81
133	fg1_m13	1	2.15	3	34.79	0.07	0.06	10.81	0.33	0.48	8.88	11.63	0.43	0.21	751	13.01	9.97	56.61	0.04	-1.22	120.31	24.45	0.4	-0.92	0.04	0.4	-0.37
134	fg1_m13	1	2.15	4	77.81	0.14	0.05	8.39	0.11	-0.45	34.32	33.96	0.3	0.48	368	5.76	-10.97	16.88	-0.25	-0.86	101.58	14.3	0.48	-0.18	0.25	0.48	-1.58
135	fg1_m13	1	2.15	5	36.0	0.03	0.04	8.68	0.43	0.6	3.62	6.9	0.3	0.48	673	12.93	-2.81	86.62	-0.3	-0.68	125.5	19.04	-0.08	-0.89	0.3	0.08	0.37
136	fg1_m13	1	2.15	6	64.46	0.05	0.04	6.47	0.48	0.75	4.62	4.51	0.43	0.21	793	15.35	-10.86	68.82	0.21	-1.4	94.77	16.83	1.13	1.34	0.21	1.13	0.2
137	fg1_m13	1	2.2	0	87.61	0.06	0.03	9.14	0.17	0.28	26.77	24.62	0.43	0.64	368	6.31	-5.53	40.42	0.04	-1.23	118.58	14.04	0.11	-0.58	0.04	0.11	-0.43
138	fg1_m13	1	2.2	1	89.08	0.06	0.03	10.78	0.34	0.3	8.82	10.41	0.0	0.48	368	9.67	-2.2	57.54	0.2	-1.16	125.68	16.12	0.19	-0.25	0.2	0.19	0.3
139	fg1_m13	1	2.2	2	45.51	0.05	0.03	7.9	0.3	0.39	4.18	6.68	0.3	0.48	368	9.6	-9.8	46.14	-0.11	-1.2	112.61	20.35	0.3	-0.15	0.11	0.3	-0.08
140	fg1_m13	1	2.2	3	56.42	0.06	0.03	8.59	0.28	0.41	5.03	4.9	0.0	0.48	367	9.29	-2.91	49.19	-0.08	-1.12	121.54	17.85	0.67	-0.23	0.08	0.67	-0.56
141	fg1_m13	1	2.2	4	87.21	0.09	0.05	6.15	0.1	0.35	28.43	26.91	0.68	0.88	368	6.47	-6.99	19.06	-0.06	-1.17	101.62	14.94	0.44	-0.83	0.06	0.44	-0.7
142	fg1_m13	1	2.2	5	45.39	0.03	0.04	5.89	0.45	0.61	3.3	4.29	0.43	0.48	665	14.45	-15.06	60.45	-0.18	-1.09	104.63	15.81	0.86	0.28	0.18	0.86	-1.12
143	fg1_m13	1	2.2	6	53.79	0.05	0.02	8.86	0.36	0.67	15.74	19.34	0.3	0.48	357	9.78	-11.96	54.98	-0.06	-1.12	121.01	19.42	-0.04	-0.75	0.06	0.04	1.35
144	fg1_m13	1	2.25	0	81.49	0.06	0.02	8.98	0.2	0.23	7.43	11.66	0.3	1.07	368	7.06	-7.79	43.39	-0.03	-1.3	119.78	13.95	-0.19	-0.51	0.03	0.19	1.53
145	fg1_m13	1	2.25	1	83.96	0.05	0.04	17.02	0.55	0.49	7.35	22.42	0.3	0.48	1008	40.18	-2.96	81.25	0.25	-1.28	107.57	16.63	0.63	0.53	0.25	0.63	-1.29
146	fg1_m13	1	2.25	2	43.39	0.06	0.03	12.48	0.31	0.52	6.48	6.74	0.43	0.21	368	8.75	-17.85	48.86	0.04	-1.2	118.77	18.46	0.41	-0.29	0.04	0.41	0.73
147	fg1_m13	1	2.25	3	57.43	0.04	0.04	8.6	0.27	0.49	3.28	4.38	0.3	0.48	368	8.03	3.65	52.4	-0.05	-1.26	121.56	18.82	0.34	-0.57	0.05	0.34	-0.35
148	fg1_m13	1	2.25	4	71.16	0.09	0.04	5.61	0.12	0.32	32.91	39.59	0.3	0.48	368	7.8	-8.94	16.38	0.02	-0.85	102.92	14.68	0.43	-0.52	0.02	0.43	1.43
149	fg1_m13	1	2.25	5	53.06	0.03	0.03	11.38	0.44	0.69	2.36	4.03	0.0	0.21	646	14.15	-22.93	59.09	0.02	-1.12	107.85	17.79	0.28	-0.34	0.02	0.28	1.14
150	fg1_m13	1	2.25	6	55.83	0.03	0.03	10.32	0.37	0.59	17.18	25.74	0.3	0.48	361	9.41	-1.17	62.72	-0.02	-0.88	124.37	18.59	-0.12	-0.48	0.02	0.12	-0.92
151	fg1_m13	1	2.3	0	84.18	0.05	0.03	8.04	0.19	0.33	26.54	27.0	0.3	0.48	368	6.29	-14.63	37.98	-0.07	-1.32	115.14	15.42	0.32	-0.58	0.07	0.32	1.55
152	fg1_m13	1	2.3	1	81.68	0.05	0.03	8.44	0.36	0.5	15.28	31.58	0.3	0.48	368	11.32	-15.27	50.55	0.15	-1.22	118.53	17.25	0.71	-0.13	0.15	0.71	-0.33
153	fg1_m13	1	2.3	2	45.71	0.05	0.04	14.17	0.32	0.54	4.63	6.35	0.0	0.21	368	8.52	-20.13	53.6	-0.09	-1.11	121.9	18.39	0.32	-0.33	0.09	0.32	-0.72
154	fg1_m13	1	2.3	3	53.19	0.04	0.04	7.71	0.26	0.4	4.4	5.33	0.43	0.64	368	8.2	4.87	50.41	-0.0	-1.15	122.9	17.03	0.45	-0.55	0.0	0.45	0.01
155	fg1_m13	1	2.3	4	72.36	0.11	0.03	6.69	0.13	0.33	28.05	18.36	0.0	0.21	368	7.49	-8.79	15.96	-0.02	-1.01	103.75	14.65	0.3	-0.95	0.02	0.3	-0.67
156	fg1_m13	1	2.3	5	56.16	0.03	0.03	6.45	0.39	0.73	4.02	6.88	0.0	0.48	581	11.5	-16.75	62.18	-0.01	-1.37	110.88	17.4	0.49	-0.21	0.01	0.49	-0.63
157	fg1_m13	1	2.3	6	59.2	0.04	0.03	10.23	0.41	0.59	3.42	5.74	0.3	0.48	616	11.88	7.13	71.49	0.14	-1.11	113.54	17.15	0.41	-0.11	0.14	0.41	-0.83
158	fg1_m13	1	2.35	0	74.61	0.07	0.05	10.02	0.22	0.28	10.36	13.07	0.3	0.48	368	7.37	-13.01	41.81	-0.03	-1.33	116.62	17.34	0.46	-0.36	0.03	0.46	1.25
159	fg1_m13	1	2.35	1	83.54	0.03	0.03	6.21	0.3	0.42	17.36	25.71	0.61	0.77	368	9.51	-9.76	51.49	-0.03	-1.21	119.72	19.86	0.68	-0.49	0.03	0.68	1.05
160	fg1_m13	1	2.35	2	43.59	0.04	0.03	9.1	0.29	0.42	7.61	11.7	0.3	0.48	368	7.28	-27.65	51.16	-0.11	-1.2	121.64	17.95	0.56	-0.22	0.11	0.56	-1.69
161	fg1_m13	1	2.35	3	46.31	0.05	0.04	7.39	0.26	0.25	15.87	21.63	0.3	0.48	368	8.46	11.0	48.59	-0.08	-1.11	122.19	17.36	0.42	-0.77	0.08	0.42	-1.52
162	fg1_m13	1	2.35	5	53.33	0.04	0.03	13.75	0.31	0.72	4.62	5.99	0.0	0.21	360	7.3	-23.64	54.03	0.0	-1.04	116.77	19.4	0.04	-0.57	0.0	0.04	0.78
163	fg1_m13	1	2.35	6	55.75	0.04	0.02	8.12	0.42	0.61	1.93	3.93	0.3	0.48	645	13.46	12.89	62.66	0.11	-1.18	111.59	13.24	0.85	0.84	0.11	0.85	-0.89
164	fg1_m13	1	2.4	0	82.96	0.06	0.04	9.56	0.22	0.24	11.61	14.27	0.3	0.48	368	7.38	-8.99	44.87	-0.16	-1.18	119.64	17.64	0.71	-0.39	0.16	0.71	-0.64
165	fg1_m13	1	2.4	1	80.55	0.04	0.03	10.22	0.29	0.42	19.08	22.62	0.0	0.21	368	8.21	-12.46	53.44	0.06	-1.03	123.65	18.66	0.3	-0.43	0.06	0.3	-0.35
166	fg1_m13	1	2.4	2	42.61	0.05	0.03	15.28	0.33	0.31	5.86	8.3	0.3	0.21	368	9.05	-26.43	50.12	0.04	-1.18	121.16	17.25	0.76	-0.13	0.04	0.76	-2.22
167	fg1_m13	1	2.4	3	47.47	0.05	0.04	8.63	0.27	0.26	4.79	7.19	0.3	0.48	368	8.8	15.99	45.57	-0.23	-1.11	120.21	15.84	0.34	-0.44	0.23	0.34	1.07
168	fg1_m13	1	2.4	4	38.04	0.14	0.04	5.22	0.15	-0.14	25.42	13.19	0.0	0.48	368	5.82	-11.96	14.93	0.09	-1.02	104.45	12.12	0.22	-0.56	0.09	0.22	0.54
169	fg1_m13	1	2.4	5	46.92	0.03	0.03	13.37	0.35	0.68	12.14	9.59	0.0	0.21	361	8.71	-23.59	52.65	0.08	-0.97	117.14	15.95	0.41	-0.66	0.08	0.41	2.05
170	fg1_m13	1	2.4	6	59.25	0.03	0.02	7.81	0.42	0.65	1.98	3.03	0.3	0.21	616	12.75	13.56	65.5	0.04	-1.36	113.04	14.71	0.47	-0.17	0.04	0.47	-0.96
171	fg1_m13	1	2.44	0	89.8	0.05	0.03	9.08	0.25	0.28	8.61	11.93	0.0	0.48	368	8.02	-11.7	44.99	-0.11	-1.2	119.53	17.65	0.53	-0.67	0.11	0.53	-0.36
172	fg1_m13	1	2.44	1	81.12	0.05	0.03	11.05	0.31	0.37	14.28	15.32	0.0	0.48	368	8.36	-17.89	55.1	0.01	-1.08	122.87	18.96	0.24	-0.84	0.01	0.24	1.24
173	fg1_m13	1	2.44	2	37.9	0.03	0.02	5.69	0.33	0.28	3.06	6.05	0.3	0.48	368	9.44	-28.54	50.55	-0.01	-1.21	122.51	18.45	0.73	-0.07	0.01	0.73	1.45
174	fg1_m13	1	2.44	3	47.29	0.04	0.05	8.48	0.29	0.27	15.31	34.15	0.61	0.21	752	11.93	-0.16	59.52	-0.26	-0.11	124.63	30.73	0.84	-0.05	0.26	0.84	0.47
175	fg1_m13	1	2.44	4	56.71	0.18	0.04	8.89	0.16	-0.08	47.45	50.7	0.43	0.48	368	5.71	-15.35	13.72	0.04	-0.72	103.85	12.41	0.38	-0.75	0.04	0.38	-0.76
176	fg1_m13	1	2.44	5	45.48	0.04	0.03	8.62	0.43	0.68	3.44	8.21	0.0	0.48	607	12.69	-22.42	66.01	0.13	-1.18	112.9	14.58	0.58	-0.38	0.13	0.58	-0.74
177	fg1_m13	1	2.44	6	55.71	0.04	0.04	12.57	0.48	0.68	4.86	7.98	0.3	0.48	823	15.55	0.9	94.42	-0.25	-1.02	118.18	16.22	0.48	-0.96	0.25	0.48	0.56
178	fg1_m13	1	2.54	0	82.27	0.05	0.04	8.24	0.32	0.43	18.12	44.18	0.0	0.21	736	11.43	-20.4	49.37	0.04	-1.33	119.2	18.21	0.69	-0.25	0.04	0.69	-0.23
179	fg1_m13	1	2.54	1	80.05	0.04	0.03	8.8	0.27	0.49	13.49	15.33	0.0	0.21	368	9.62	-14.41	45.03	0.02	-1.04	123.64	16.25	-0.41	-0.38	0.02	0.41	-0.15
180	fg1_m13	1	2.54	2	25.12	0.06	0.03	8.23	0.27	0.26	19.95	17.37	0.0	0.48	368	9.87	-1.06	47.62	-0.09	-0.83	127.72	14.89	0.24	-0.34	0.09	0.24	-1.22
181	fg1_m13	1	2.54	4	27.18	0.47	0.03	5.88	0.08	0.14	52.67	36.87	0.3	0.48	368	7.26	-7.8	7.71	0.27	-0.34	106.28	12.14	0.1	-0.45	0.27	0.1	-0.14
182	fg1_m13	1	2.54	5	35.61	0.06	0.03	8.77	0.41	0.65	9.62	18.36	0.43	0.88	838	15.06	-14.15	70.05	-0.19	-1.38	126.74	13.37	0.63	-0.12	0.19	0.63	-0.13
183	fg1_m13	1	2.54	6	54.68	0.06	0.03	13.22	0.34	0.64	22.55	31.54	0.91	1.37	887	14.95	-4.99	63.74	0.56	-0.59	120.15	16.78	0.43	-0.14	0.56	0.43	0.84
184	fg1_m13	1	2.64	0	81.08	0.08	0.04	12.2	0.32	0.36	18.26	43.52	0.3	0.21	749	12.02	-13.69	54.01	0.01	-1.2	130.26	15.42	0.54	0.13	0.01	0.54	2.07
185	fg1_m13	1	2.64	1	87.14	0.07	0.03	10.49	0.3	0.45	7.7	17.7	0.3	0.48	759	11.64	-19.71	53.77	-0.25	-1.14	126.82	16.95	0.32	-0.14	0.25	0.32	-1.84
186	fg1_m13	1	2.64	2	31.21	0.04	0.02	14.34	0.21	0.26	7.57	8.24	0.3	0.21	368	7.49	-10.22	44.48	0.05	-0.97	126.92	15.97	-0.05	-0.63	0.05	0.05	-0.45
187	fg1_m13	1	2.64	3	31.45	0.06	0.04	7.96	0.29	0.33	27.41	26.09	0.0	0.48	368	9.54	-3.17	49.94	0.06	-0.8	131.72	18.28	0.04	-0.53	0.06	0.04	-0.82
188	fg1_m13	1	2.64	4	24.77	0.14	0.04	6.18	0.1	0.11	56.4	32.91	0.3	0.48	368	10.67	-9.91	10.11	-0.02	0.03	109.07	14.68	0.25	-0.63	0.02	0.25	-1.77
189	fg1_m13	1	2.64	5	54.3	0.06	0.03	13.96	0.35	0.59	17.9	22.7	0.43	0.21	666	13.4	-6.31	56.65	0.38	-0.8	125.59	15.15	0.5	-0.5	0.38	0.5	1.67
190	fg1_m13	1	2.64	6	44.78	0.07	0.03	10.94	0.35	0.64	6.34	9.95	0.3	0.48	650	13.81	-5.39	54.58	0.32	-1.01	136.34	14.93	0.11	-0.1	0.32	0.11	0.11
191	fg1_m13	1	2.74	0	83.35	0.04	0.02	8.53	0.23	0.41	11.75	18.01	0.3	0.48	368	7.52	-10.34	41.41	0.04	-1.22	128.82	15.01	0.07	-0.79	0.04	0.07	-0.92
192	fg1_m13	1	2.74	1	83.58	0.05	0.02	6.56	0.27	0.44	10.26	12.52	0.68	1.07	368	9.26	-18.53	43.02	-0.01	-1.12	130.22	15.14	0.22	-0.73	0.01	0.22	1.42
193	fg1_m13	1	2.74	2	35.59	0.04	0.02	12.47	0.26	0.23	9.09	9.59	0.61	0.77	368	8.35	-11.59	44.09	0.01	-1.08	130.91	15.03	0.16	-0.66	0.01	0.16	-0.2
194	fg1_m13	1	2.74	3	39.69	0.04	0.02	7.95	0.26	0.32	2.69	4.22	0.3	0.64	368	8.81	-3.54	49.23	0.15	-1.07	137.01	15.84	0.28	-0.56	0.15	0.28	-0.16
195	fg1_m13	1	2.74	4	16.38	0.31	0.03	5.2	0.11	0.19	27.79	13.54	0.3	0.48	368	6.88	-14.81	8.86	0.05	0.07	111.37	13.61	0.2	-0.42	0.05	0.2	-1.0
196	fg1_m13	1	2.74	5	47.56	0.05	0.02	6.08	0.3	0.65	23.58	26.96	0.0	0.48	634	13.03	-2.91	45.12	0.08	-1.04	124.26	14.17	0.38	-0.49	0.08	0.38	1.05
197	fg1_m13	1	2.74	6	47.31	0.04	0.03	7.21	0.35	0.65	3.25	9.5	0.3	0.48	665	13.36	6.59	54.83	-0.14	-1.15	121.91	13.23	0.37	-0.43	0.14	0.37	-0.79
198	fg1_m13	1	2.83	0	80.83	0.05	0.02	9.2	0.21	0.44	18.39	24.63	0.0	0.48	368	7.89	-8.52	41.55	-0.03	-1.1	129.47	15.1	0.21	-0.81	0.03	0.21	0.5
199	fg1_m13	1	2.83	1	84.91	0.03	0.02	6.76	0.26	0.46	10.62	13.16	0.0	0.21	368	8.89	-16.09	44.13	0.06	-1.21	132.27	17.04	-0.01	-0.59	0.06	0.01	0.06
200	fg1_m13	1	2.83	2	35.27	0.04	0.02	6.68	0.21	0.23	7.16	8.55	0.3	0.48	368	7.22	-13.58	44.59	0.04	-1.04	133.16	13.17	0.25	-0.38	0.04	0.25	0.64
201	fg1_m13	1	2.83	3	34.92	0.03	0.02	7.13	0.26	0.29	3.29	5.78	0.43	0.88	368	9.24	-2.7	48.08	0.15	-0.97	138.8	13.88	0.1	-0.82	0.15	0.1	-0.83
202	fg1_m13	1	2.83	4	55.64	0.13	0.03	4.51	0.1	0.17	29.27	19.83	0.3	0.48	368	5.97	-13.77	9.68	-0.28	1.81	111.14	13.47	0.2	-0.63	0.28	0.2	1.97
